dxhy.name,force.mean,torque.mean,force.median,torque.median,force.sd,torque.sd,force.max,torque.max,force.skewness,torque.skewness,force.kurtosis,torque.kurtosis,force.IQR,torque.IQR,force.coefficient_of_variation,torque.coefficient_of_variation,spearman.correlation,pearson.correlation
d6h15,304.6346413,19.87799719,316.64355,25.43149,181.271545,11.70525236,541.5331,541.5331,-0.350152458,-0.467379996,1.75208119,1.592071066,322.086875,23.0213185,59.50457382,58.88547144,0.878320251,0.894863675
d6h16,306.2035616,19.92303824,325.556,24.60039,187.2144142,12.30316952,547.3675,547.3675,-0.351631027,-0.39362297,1.683335405,1.522353187,347.1917,24.267955,61.14050836,61.75348043,0.886562565,0.910459858
d6h17,307.5194942,20.73070187,329.6695,26.096365,182.943611,12.29369417,542.9917,542.9917,-0.387044648,-0.423439167,1.736912108,1.583331794,324.845775,24.01863125,59.49008581,59.30187144,0.879286407,0.89743299
d6h18,182.6999154,27.13169157,28.72343,24.60039,215.8654864,14.52588548,592.5835,592.5835,0.792062811,0.295468744,1.9431445,2.623017569,370.65037,17.6192,118.1530303,53.53844394,0.416495287,0.369241817
d7h1,161.5720307,10.34337317,180.7348,10.97045,66.2529344,5.610613622,281.4453,281.4453,-1.204452616,0.094874382,3.814075646,2.861847984,32.5181,5.983885,41.00520004,54.24355797,0.734681295,0.68033374
d7h2,217.7861665,14.3213013,275.20815,17.95164,129.9706498,9.318029401,379.031,379.031,-0.662064031,-0.315000166,1.856245053,1.62315817,234.31488,17.951637,59.67810165,65.06412514,0.803100428,0.787471853
d7h3,239.8634198,15.73538706,284.8474,19.44761,133.523366,9.698345817,410.9737,410.9737,-0.678446,-0.464936468,2.054033277,1.610587142,217.81295,19.0320655,55.66641472,61.6339832,0.842956998,0.825428962
d7h4,231.6468876,15.68951602,279.1773,18.94895,131.7709234,9.270671065,388.6291,388.6291,-0.644582398,-0.461886963,1.944507076,1.662583506,226.68315,17.785419,56.88439191,59.08831765,0.841114822,0.85781862
d7h5,239.7726879,16.23973988,282.5794,19.44761,136.9021646,9.487499667,420.9406,420.9406,-0.556795076,-0.470995383,1.935473024,1.646493219,228.49305,18.61651,57.09664672,58.42150019,0.859319329,0.856209557
d7h6,244.0245413,16.64793163,283.7134,20.2787,142.0563578,10.06072291,426.636,426.636,-0.542491815,-0.435100496,1.847829631,1.603375168,246.6288,19.946268,58.21396367,60.43226948,0.883404178,0.877843675
d7h7,241.60453,16.46695142,281.4453,19.61383,146.8221056,10.16424193,442.2984,442.2984,-0.455993714,-0.362079998,1.800582973,1.56728778,269.88201,20.611144,60.76959965,61.72509815,0.873222259,0.869305946
d7h8,242.4724701,16.72766363,283.1464,19.78005,143.7346114,10.13942586,435.1791,435.1791,-0.49530862,-0.408612333,1.830552185,1.614260603,254.35315,20.1124875,59.27873435,60.61471637,0.889244621,0.882147142
d7h9,251.3046689,16.77975795,285.9815,19.94627,146.6743005,10.26344065,447.9938,447.9938,-0.478339305,-0.398383641,1.860998343,1.574465942,258.7803,20.444927,58.36513151,61.16560607,0.895869836,0.892893866
d7h10,257.289321,17.62839333,292.7857,21.60845,146.6687509,10.26562254,449.4176,449.4176,-0.498069161,-0.470026665,1.889544028,1.60613922,256.9823,20.278703,57.00537838,58.23345525,0.878174325,0.886110905
d7h11,263.4689894,17.78088735,293.91975,22.60577,153.2050751,10.45679688,469.3516,469.3516,-0.441591165,-0.458176126,1.814695506,1.615583355,277.676925,20.029375,58.14918691,58.80919594,0.879079331,0.884612574
d7h12,261.084294,17.97983702,288.24955,22.77199,156.5916351,10.89425238,466.5039,466.5039,-0.38638421,-0.419878343,1.761550243,1.540849986,287.8978,21.60845,59.97742441,60.59149682,0.898692213,0.906360085
d7h13,276.7409022,19.15539767,295.0538,24.26796,160.8169684,11.08101436,496.4047,496.4047,-0.387675278,-0.468301381,1.813452917,1.613892142,280.76885,21.1098005,58.11102266,57.84799959,0.895995372,0.893871331
d7h14,275.5374817,19.09587781,311.8445,24.76661,160.0287225,11.12400845,473.6231,473.6231,-0.470433771,-0.441272287,1.79692867,1.569598274,287.799275,21.3591285,58.07874905,58.25345429,0.8841326,0.9048037
d7h15,283.4683916,19.19244856,315.2724,25.09905,171.8217062,11.46065086,509.4443,509.4443,-0.408070315,-0.448505868,1.723980754,1.538176191,323.32475,22.938203,60.61406184,59.71437579,0.878874489,0.912825444
d7h16,277.4504332,19.09038435,310.47335,24.93283,167.02225,11.36691857,490.7093,490.7093,-0.440634692,-0.433595677,1.73008433,1.524411351,313.010875,22.605773,60.19895089,59.54263866,0.873752523,0.913169221
d7h17,291.2208205,19.61382778,326.92715,25.09905,171.7098738,11.46037622,516.7372,516.7372,-0.408762879,-0.456975906,1.741485255,1.560135749,321.077325,22.439548,58.96208708,58.43008489,0.892579177,0.920119895
d7h18,291.5081205,19.95207254,322.8137,26.26258,178.9445709,11.73471036,541.5331,541.5331,-0.336112186,-0.401348153,1.703228823,1.528146798,329.5364,23.603085,61.3857928,58.81449325,0.880427696,0.907876894
d7h19,291.0185937,20.15807185,314.5868,24.60039,186.4474027,12.51020924,542.9917,542.9917,-0.305295357,-0.299691929,1.60612845,1.458627867,375.39071,24.600395,64.06717877,62.06054496,0.910867032,0.927699603
d7h20,310.9897714,21.85742883,332.4118,26.26258,192.1255832,12.48386236,561.9533,561.9533,-0.307474089,-0.336657097,1.629991444,1.560966744,360.9319,23.270645,61.77874674,57.11496287,0.889401571,0.917946656
d7h21,230.2845197,32.51285308,96.80859,33.57621,215.9999024,15.70212511,649.1706,649.1706,0.812251665,-0.337864064,1.97854546,3.012396806,369.61412,12.3002,93.79697025,48.29513137,0.464101198,0.408034906
d8h1,260.0741438,13.78648443,313.90125,16.45567,132.0647586,8.614434443,438.0268,438.0268,-0.809104936,-0.427506616,2.297621802,1.804288317,189.12945,16.20634175,50.77965714,62.48463478,0.782689476,0.759114829
d8h2,263.615843,14.50909662,307.7311,17.28676,144.2122394,9.339085236,450.8415,450.8415,-0.613935835,-0.381397242,2.004277992,1.651982648,241.78355,17.6192035,54.70545237,64.3671035,0.821708594,0.817878583
d8h3,270.3331933,14.71037075,309.10225,17.6192,139.9027956,8.973309497,447.9938,447.9938,-0.683366506,-0.529042529,2.165188182,1.786789533,219.047975,16.28945,51.75198574,60.99988674,0.822237015,0.817851468
d8h4,270.2203981,14.73754891,313.2157,18.28408,148.0800873,9.268846044,460.8085,460.8085,-0.588284044,-0.40616129,1.98253914,1.613954639,248.597,18.6165115,54.79974432,62.89272455,0.815312727,0.837759577
d8h5,260.3117343,14.41419907,291.65165,17.45298,155.1255021,9.685805351,452.2653,452.2653,-0.489427452,-0.355885965,1.795309226,1.544280296,288.3451,19.946262,59.59220492,67.19627851,0.846346269,0.854913829
d8h6,261.3683887,14.56850494,297.3218,17.28676,149.5627073,9.451604338,452.2653,452.2653,-0.500072212,-0.381575403,1.869314266,1.649862707,265.64495,18.4503,57.22295188,64.87696834,0.843766957,0.844349173
d8h7,261.572652,14.7491555,296.1878,17.95164,141.1619125,9.179342275,440.8745,440.8745,-0.587326868,-0.465463177,2.024731526,1.738155504,231.658325,16.8712165,53.96661746,62.23639226,0.812810781,0.81725811
d8h8,254.2657349,14.54876886,288.81655,18.28408,144.1950244,9.460174984,443.7222,443.7222,-0.54014555,-0.408761713,1.926210843,1.605834465,250.032175,18.450298,56.71036426,65.02388674,0.8461198,0.850957797
d8h9,262.5931618,15.10390744,300.8753,18.94895,151.0832926,9.70802524,465.08,465.08,-0.520565091,-0.424057259,1.880555111,1.59030797,263.83805,19.613827,57.53512069,64.27492541,0.863397322,0.866666716
d8h10,264.6514722,15.24088033,291.6516,18.94895,163.7039827,10.02018125,476.4708,476.4708,-0.39941237,-0.392401873,1.722839019,1.491565079,307.15585,20.611145,61.85644136,65.74542302,0.858888244,0.869186144
d8h11,272.9210121,16.03283168,297.3218,20.77736,163.4298195,10.24860873,485.0139,485.0139,-0.423260644,-0.392731683,1.747085679,1.51725342,301.282125,20.3618105,59.8817285,63.92263657,0.855269483,0.876313646
d8h12,288.2432883,17.04538487,296.7548,22.27333,179.2768392,11.40442509,519.6544,519.6544,-0.330106503,-0.367606908,1.688329761,1.453935808,346.609475,23.5199675,62.19636204,66.90623397,0.892287996,0.901760022
d8h13,282.8659411,17.29808059,288.2495,21.27602,181.5794192,11.6770093,534.2402,534.2402,-0.279910233,-0.313475355,1.660493801,1.438133691,354.13482,23.935517,64.19274746,67.50465313,0.886118204,0.896241734
d8h14,286.8237204,17.53818702,289.95055,21.442235,189.718204,12.03621484,547.3675,547.3675,-0.238364292,-0.270892362,1.611203705,1.401403449,380.07168,24.600397,66.14453078,68.62861493,0.888448235,0.903387568
d8h15,283.7481233,17.40173148,295.0538,21.1098,186.0257399,12.25811995,542.9917,542.9917,-0.256677898,-0.269109516,1.631974555,1.394193987,361.0256475,25.34838425,65.56016573,70.44195553,0.918677062,0.918258627
d8h16,294.2075033,18.30911393,295.0538,22.27333,192.026562,12.22591684,561.9533,561.9533,-0.237587273,-0.30221959,1.610112175,1.429125043,380.186035,24.267958,65.26909061,66.77503285,0.900627333,0.907863459
d8h17,293.4720137,18.67330615,297.88885,22.938205,190.5409238,12.89793692,537.1574,537.1574,-0.283698584,-0.274039098,1.605301991,1.404672966,392.3827975,25.930149,64.9264376,69.07152281,0.878854608,0.909611724
d8h18,294.7691072,19.98652177,292.7857,21.94089,206.6797781,12.85577569,566.329,566.329,-0.170975958,-0.305758624,1.503994064,1.568219716,429.3609225,24.43417075,70.11582049,64.32222595,0.855675191,0.860842911
d8h19,492.1258665,43.91600572,559.0361,46.54129,201.0363645,22.49778596,770.3161,770.3161,-0.824814251,-0.38563075,2.782319498,2.67685259,300.47455,22.6888775,40.85059904,51.22912613,0.546127072,0.713791493
d9h1,232.7422045,16.15928985,266.7029,18.28408,99.41280668,8.764713016,357.0926,357.0926,-1.084328698,-0.613130326,3.024678549,2.250361296,100.8504,11.96776,42.71369986,54.23946904,0.848061917,0.812572395
d9h2,245.8999827,18.17150521,285.9815,21.27602,108.7121649,10.14524417,391.3714,391.3714,-0.946613547,-0.601041522,2.730653755,2.014523575,139.2146,16.621887,44.20991158,55.83051076,0.8947573,0.842385482
d9h3,252.7509066,18.79926833,284.8474,22.27333,117.5209866,10.66425592,423.7883,423.7883,-0.774812021,-0.601236112,2.444442179,1.954017355,171.9945,17.7854175,46.49676163,56.72697329,0.909113396,0.875616092
d9h4,255.0363272,18.59227445,289.3836,22.60577,119.8854719,10.60944123,401.0067,401.0067,-0.759585809,-0.608908181,2.383498547,1.887827761,175.017125,18.0347465,47.00721393,57.06370816,0.92878031,0.888994366
d9h5,261.5473407,18.86411178,289.38355,22.77199,122.3218569,10.9172977,410.9737,410.9737,-0.728643867,-0.572825293,2.360966641,1.870614288,185.36615,19.0320645,46.76853399,57.87337265,0.928302299,0.899330668
d9h6,255.5845467,18.25983647,294.48675,21.77467,119.3577448,10.54626247,402.4306,402.4306,-0.761064695,-0.584799652,2.372807521,1.889809657,178.662875,18.200964,46.69990669,57.75660964,0.932595436,0.897900939
d9h7,259.667556,18.90611254,299.0229,23.43686,125.6029447,10.90040421,409.5498,409.5498,-0.712559748,-0.637683725,2.237783577,1.892955249,197.2649,17.6192,48.37067312,57.65544974,0.939238565,0.906141484
d9h8,253.5326433,18.71247608,287.1155,22.10711,121.6873717,10.71817377,409.5498,409.5498,-0.706130988,-0.607329036,2.280830153,1.917389858,188.756125,17.70230775,47.99672741,57.27822296,0.932493656,0.892949113
d9h9,252.6729184,18.11287113,288.2495,22.10711,127.5350959,11.21562846,418.0929,418.0929,-0.629202553,-0.501248219,2.199005644,1.735211799,192.181125,20.694249,50.47438273,61.92076551,0.942805485,0.917306924
d9h10,255.4325089,18.83210522,295.6208,22.27333,132.928559,11.41445997,438.0268,438.0268,-0.567874646,-0.533318655,2.098595462,1.772702867,214.552325,20.9435775,52.04057995,60.61170452,0.93841214,0.910334784
d9h11,258.6183414,19.55201801,297.3218,23.60308,128.4970284,11.52238081,423.7883,423.7883,-0.619259395,-0.578575104,2.162350779,1.82288018,197.60475,19.780044,49.68596878,58.93192613,0.943773257,0.915226356
d9h12,254.0324516,19.29274177,296.1878,23.93552,134.1283703,11.72938253,423.7883,423.7883,-0.563496546,-0.519017378,2.044077348,1.738637245,211.7461,21.608454,52.79969921,60.79686685,0.938932205,0.912124085
d9h13,263.853055,19.96885863,302.28935,24.600395,140.9024279,12.46680076,450.8415,450.8415,-0.514352244,-0.491718961,1.996177322,1.663158703,226.517975,23.68619025,53.40185579,62.43121349,0.949048101,0.928430729
d9h14,273.1043211,20.45119466,300.5883,26.26258,152.8030452,12.99565687,475.047,475.047,-0.400212854,-0.449620428,1.866587291,1.568190904,254.53865,25.099046,55.95043115,63.5447322,0.954898398,0.939285754
d9h15,278.3596399,20.93566338,315.2724,26.59502,150.6691333,13.22231765,473.6231,473.6231,-0.450341847,-0.482350756,1.926711332,1.600784042,255.063225,25.43148825,54.12750691,63.15690797,0.952166844,0.939463478
d9h16,286.3011953,21.80327831,313.2157,27.92477,161.7717177,14.02324736,494.9809,494.9809,-0.387898448,-0.441798619,1.795223476,1.554574316,286.57945,26.7612405,56.50403154,64.31715067,0.947080659,0.943618143
d9h17,282.2421146,21.45583504,309.7878,27.92477,163.8432966,14.46906424,499.2524,499.2524,-0.373029999,-0.377412517,1.762413809,1.482660188,294.15735,29.0051975,58.0506197,67.43650019,0.94964549,0.949861369
d9h18,288.8277532,21.8046224,307.73105,27.75855,170.9651096,14.57595341,519.6544,519.6544,-0.332927045,-0.391319097,1.73175937,1.476517148,313.6909,28.8389735,59.19275682,66.84799738,0.954111556,0.950118578
d9h19,295.7513493,22.31507092,322.8137,28.25721,175.5547664,14.77891849,516.7372,516.7372,-0.329554461,-0.369956554,1.703062032,1.491993234,327.2397,29.254524,59.35890632,66.22841821,0.94905513,0.955141694
d9h20,293.8176722,22.63224497,306.3599,28.25721,174.8399583,15.0298892,518.1958,518.1958,-0.331645028,-0.384767933,1.683631431,1.466786336,321.597725,29.8362855,59.50627715,66.40918397,0.939232857,0.950244232
d9h21,302.653468,23.10946121,307.7311,28.58965,180.9208271,15.49375344,537.1574,537.1574,-0.297377305,-0.348935767,1.637126551,1.448384121,347.53855,30.750496,59.77821046,67.04506565,0.936483026,0.956079813
d9h22,331.8209242,26.12989354,357.0926,31.91402,193.5814805,14.36297298,559.0361,559.0361,-0.378190703,-0.448639559,1.654401757,1.656511031,349.7955,26.26259,58.33914209,54.96759089,0.889872888,0.927250596
d9h23,490.6034942,39.97191885,516.7372,38.56278,154.0955645,17.23432316,704.6995,704.6995,-0.892490055,-0.623863778,3.430829747,2.785284081,220.05945,23.27064,31.40938993,43.11607662,-0.03272868,0.359560525
d10h1,243.3767797,15.5276836,289.3836,17.95164,104.9675477,8.496354077,361.206,361.206,-1.116307303,-0.690723667,2.909966095,2.146532634,128.18445,12.965074,43.12964771,54.71746008,0.768929504,0.784568667
d10h2,251.3870254,17.51780776,297.88885,21.60845,110.6692741,9.48135053,373.5464,373.5464,-1.028767628,-0.752945061,2.749220866,2.10008891,144.6703,15.04280925,44.02346299,54.12406998,0.833478239,0.828835147
d10h3,258.3827599,18.38611219,300.91815,22.93821,118.2736431,10.30647673,383.1445,383.1445,-0.90682891,-0.680529909,2.50181776,1.921568213,172.0294,17.8685315,45.77458771,56.05576981,0.858097581,0.858281174
d10h4,252.7418432,17.94349111,291.08465,21.442235,122.5421387,10.66414957,390.0002,390.0002,-0.798696877,-0.555201633,2.316036468,1.775339942,192.0577,19.78004275,48.4851013,59.43185475,0.878039902,0.874461007
d10h5,253.8371443,17.71090875,292.7857,20.61114,123.2446073,10.52712955,396.856,396.856,-0.772617298,-0.552631001,2.335273354,1.825140288,189.69165,18.782735,48.55262915,59.43867534,0.896208173,0.879702761
d10h6,252.4799744,17.67433739,292.7857,21.27602,130.5588784,11.00403258,410.9737,410.9737,-0.652936406,-0.500726338,2.117646329,1.706647711,219.4733,21.276015,51.71058764,62.25994415,0.911525188,0.895373745
d10h7,255.8576664,17.8189916,291.6516,21.60845,131.4491808,10.82851064,428.0599,428.0599,-0.618139722,-0.539878543,2.131595223,1.754896347,212.4346,20.4449205,51.37590077,60.76949182,0.934722514,0.905462022
d10h8,253.9613379,17.81312365,295.0538,21.77467,128.4406218,10.98667619,409.5498,409.5498,-0.670840443,-0.531815262,2.181162076,1.745937851,203.678975,20.3618085,50.57487208,61.67742621,0.920366825,0.898900541
d10h9,249.6206307,17.47127444,288.2495,20.61114,134.0753066,11.30466102,418.0929,418.0929,-0.569378485,-0.420853665,2.042462605,1.631157549,221.7159,21.94089,53.71162883,64.70427251,0.931957813,0.905896323
d10h10,257.2090785,18.71687292,296.1878,22.43955,135.8555023,11.88375694,420.9406,420.9406,-0.593260398,-0.493170997,2.020742615,1.647607486,229.5406,22.938205,52.81909297,63.49221362,0.906226001,0.906048719
d10h11,258.362271,18.11181407,297.32185,23.7693,140.13952,11.76947374,420.9406,420.9406,-0.624171921,-0.487934464,1.983591263,1.576238242,233.6191,23.3537555,54.24148019,64.98230211,0.909360684,0.910211456
d10h12,239.9751072,17.21721611,270.105,22.27333,153.2789003,12.73925221,430.9076,430.9076,-0.390880295,-0.288368668,1.648720909,1.362723966,299.56283,27.924771,63.87283332,73.99135916,0.937342805,0.933087112
d10h13,246.261813,17.83430817,299.6656,24.10174,144.0314312,12.28808544,412.3975,412.3975,-0.584404796,-0.429142678,1.80070014,1.463817784,261.617075,24.849727,58.48711557,68.90138557,0.907905679,0.925432455
d10h14,262.0300404,19.01955905,316.64355,25.76393,132.5406204,11.95050567,406.7021,406.7021,-0.799346057,-0.579401703,2.19922198,1.643250927,199.259175,22.5226635,50.58222342,62.83271679,0.847051277,0.905517977
d10h15,260.3361471,18.93616641,312.5301,25.93015,138.5644126,11.98943172,413.8214,413.8214,-0.704571253,-0.557061784,2.048892101,1.627198629,223.902025,22.93821,53.22519143,63.31498923,0.842159282,0.904362579
d10h16,272.0361141,20.49595423,300.8753,25.26527,165.784276,14.40036423,512.3615,512.3615,-0.324695132,-0.298810103,1.725213467,1.433815519,298.536475,28.67275325,60.94201006,70.25954521,0.93762436,0.933205116
d10h17,278.8600728,20.69168752,299.5899,25.93015,168.7456814,14.56497494,500.6928,500.6928,-0.358041359,-0.303816493,1.729518428,1.422725262,312.4766,28.922081,60.51267208,70.39046443,0.940550996,0.937814885
d10h18,275.9841646,21.12315462,300.35115,26.262585,160.9940476,14.31686682,506.5271,506.5271,-0.408308558,-0.363850798,1.807813406,1.496198328,281.858975,28.090989,58.3345236,67.77807139,0.923327699,0.92457333
d10h19,280.5913014,21.03291244,300.8753,27.2599,167.1211255,14.57868246,525.4887,525.4887,-0.359611522,-0.321573665,1.762897458,1.443497335,293.9041,29.4207425,59.5603373,69.31366494,0.937558553,0.93639414
d10h20,285.9429597,21.66507048,297.3218,26.59502,173.7482049,15.19905059,524.0301,524.0301,-0.349174511,-0.294380712,1.692586761,1.424928958,319.142,30.584274,60.76323931,70.15463255,0.925511095,0.939150875
d10h21,292.082021,23.07919487,308.41665,28.42343,168.9705375,15.5015588,525.4887,525.4887,-0.35111185,-0.345106597,1.778813916,1.503726075,289.15585,30.750496,57.85037263,67.16680927,0.917442226,0.926167167
d10h22,300.1666699,23.54184181,314.5868,28.42343,179.1042859,16.06499209,544.4503,544.4503,-0.291143875,-0.303379375,1.673850311,1.454633514,323.7023,31.49847525,59.66827894,68.24016667,0.928031182,0.937492808
d10h23,265.6228877,24.12531904,245.1562,27.92477,220.4849468,15.80277917,592.5835,592.5835,0.117827574,-0.262095794,1.423898933,1.570443949,498.13693,30.251841,83.00675769,65.50288163,0.877691336,0.841718377
d11h1,235.4643704,15.98016721,280.3113,18.94895,117.4829629,9.849447685,390.0002,390.0002,-0.780027474,-0.453967016,2.336816233,1.820682223,163.2561,17.619203,49.89415713,61.6354482,0.89431566,0.869273433
d11h2,247.6087788,17.97669726,291.6516,21.94089,120.8314177,11.02176055,392.7425,392.7425,-0.809360071,-0.521933459,2.377922088,1.742031726,173.1157,20.1124805,48.79932701,61.31137655,0.92047378,0.878507279
d11h3,247.916214,18.10699982,291.6516,22.27333,125.8867164,11.0894545,405.2783,405.2783,-0.719689951,-0.539759839,2.173532361,1.741589907,204.4546,20.278702,50.77792791,61.24401947,0.923422245,0.892013951
d11h4,244.4466293,17.84082651,291.6516,21.60845,123.6138321,11.12034549,388.6291,388.6291,-0.751964995,-0.517794784,2.20464187,1.707431571,200.7769,20.611139,50.56884296,62.33088747,0.931574886,0.897671416
d11h5,244.2092777,17.83861043,287.6825,21.60845,124.2613687,11.13913633,391.3714,391.3714,-0.733701054,-0.480667486,2.18586125,1.712417763,196.1027,20.6942465,50.88314821,62.44396879,0.925080141,0.893974946
d11h6,240.2097703,17.4878482,288.2495,20.94358,126.6105454,11.18229757,392.7425,392.7425,-0.682407716,-0.455738507,2.074650591,1.679143613,211.7402,20.943583,52.70832459,63.9432447,0.933667505,0.901834108
d11h7,247.6329692,18.50460502,285.9815,21.94089,126.0409127,11.41381163,401.0067,401.0067,-0.697614281,-0.540329365,2.135551302,1.721032284,203.830025,21.69156675,50.89827621,61.68092545,0.927078899,0.902567608
d11h8,246.157605,18.24677904,290.5176,22.27333,128.9154606,11.38560491,413.8214,413.8214,-0.633268939,-0.499336037,2.08112466,1.722351988,209.3756,20.611142,52.37110616,62.39788889,0.939246069,0.91245204
d11h9,239.5533299,17.53489901,288.2495,21.94089,129.259323,11.30451879,416.6691,416.6691,-0.599902512,-0.491842926,2.028558406,1.638507375,197.7788,21.608458,53.95847475,64.46868491,0.937358201,0.917489415
d11h10,241.2286719,17.97002276,285.9815,23.27064,139.8728413,12.22549903,429.4837,429.4837,-0.488861285,-0.376226121,1.84586004,1.527306366,240.5226,24.600399,57.98350594,68.03274093,0.9532022,0.936117516
d11h11,256.8156958,19.56193493,295.0538,23.93552,134.6507371,12.07736815,428.0599,428.0599,-0.566499746,-0.510188989,2.006142975,1.692356624,221.7159,22.605772,52.43088303,61.73912854,0.942023069,0.92301155
d11h12,252.803833,19.07876118,287.1155,23.60308,140.3436243,12.30705134,443.7222,443.7222,-0.497157778,-0.441167794,1.900436265,1.599649849,232.493425,23.436866,55.51483244,64.50655375,0.942121725,0.929738647
d11h13,260.1336943,19.91575215,298.4559,25.26527,137.4642385,12.33180524,446.5699,446.5699,-0.497842989,-0.488642716,2.008345177,1.668458157,222.96515,23.1044205,52.84368827,61.91985694,0.951461296,0.927518341
d11h14,265.7834444,19.77220619,303.6176,24.600395,146.4511532,12.87275437,455.1131,455.1131,-0.47871133,-0.424541296,1.910529024,1.583430739,240.912125,25.34838,55.10168385,65.10530106,0.947208695,0.928175873
d11h15,274.4859039,20.5003285,315.958,25.93015,152.5984116,13.4803745,470.7754,470.7754,-0.470101533,-0.425085219,1.837076734,1.54570252,263.8784,26.262583,55.59426167,65.75687066,0.947411549,0.944331102
d11h16,283.1931964,21.48379005,299.0229,27.426115,162.7064344,14.29086074,507.9857,507.9857,-0.329180857,-0.367890225,1.814132906,1.536551019,277.4403,28.257213,57.45421729,66.51927202,0.962769725,0.947571696
d11h17,288.5268606,22.04506611,311.8445,28.58965,167.7740698,14.72440138,499.2524,499.2524,-0.36219759,-0.35318743,1.753024907,1.512219949,294.1706,28.922085,58.14850979,66.7922759,0.957364797,0.950371323
d11h18,285.5823561,21.6615837,310.4734,27.2599,167.2314647,14.70154216,505.0685,505.0685,-0.346974127,-0.349047397,1.748824166,1.487209941,289.81015,29.0883,58.55805204,67.86919349,0.958356027,0.950635271
d11h19,287.0561569,22.22020048,303.6176,28.25721,169.3476991,14.9585367,513.82,513.82,-0.329810396,-0.351760298,1.738536519,1.493159669,295.6124,29.2545225,58.99462355,67.31953977,0.951957473,0.945477362
d11h20,295.0364994,22.506333,313.90125,27.2599,176.9305103,15.58032796,531.323,531.323,-0.298795955,-0.295782885,1.705426607,1.465258589,314.2828,30.99982225,59.96902441,69.22641715,0.961484594,0.955073907
d11h21,302.4542045,21.95390075,311.15895,26.096365,177.0560125,15.75039099,524.0301,524.0301,-0.306663647,-0.260117718,1.655553838,1.406933651,345.15375,32.99445025,58.53977556,71.74301812,0.941889329,0.943297704
