dxhy.name,force.mean,torque.mean,force.median,torque.median,force.sd,torque.sd,force.max,torque.max,force.skewness,torque.skewness,force.kurtosis,torque.kurtosis,force.IQR,torque.IQR,force.coefficient_of_variation,torque.coefficient_of_variation,spearman.correlation,pearson.correlation
d11h22,287.2612071,24.94904841,276.9092,27.09368,195.8901792,16.43262927,541.5331,541.5331,-0.154107652,-0.23439169,1.521910891,1.502974013,385.565525,31.914025,68.192354,65.86475367,0.918347463,0.920329975
d11h23,441.113527,50.53606442,502.1514,57.51173,164.6870334,22.20782013,726.5717,726.5717,-0.828885088,-1.053437711,2.979661395,3.121604599,240.2484,21.94089,37.33438748,43.94449862,0.449231647,0.725049476
d12h1,249.9176075,16.2470807,297.88885,19.61383,125.7889899,10.00340147,413.8214,413.8214,-0.780575086,-0.493142071,2.268321915,1.84824542,180.86755,16.45567075,50.33218393,61.57045475,0.88087168,0.857767497
d12h2,265.1876507,19.00704829,312.5301,22.93821,142.7530364,12.08113644,453.6892,453.6892,-0.590326764,-0.430536658,1.979193148,1.665255813,239.75885,22.5226555,53.83095177,63.56134974,0.900022754,0.887106509
d12h3,266.9599192,18.59543306,309.1022,23.27064,142.4846353,11.6696828,435.1791,435.1791,-0.621488251,-0.503859119,1.990946869,1.682628544,246.6465,21.608457,53.37304407,62.75563876,0.928206251,0.891557716
d12h4,268.2590417,18.98910168,309.1022,23.60308,145.7345849,12.13036279,452.2653,452.2653,-0.584695965,-0.462540975,1.944371847,1.622136667,254.1849,24.1017415,54.32606632,63.88065636,0.921493449,0.8974474
d12h5,265.6409441,18.71720499,318.0147,23.104425,146.1554462,11.94820225,446.5699,446.5699,-0.560417742,-0.457526828,1.916995577,1.618370198,257.137275,23.1044245,55.01992424,63.83539775,0.934505029,0.900627463
d12h6,259.5875407,18.24272066,304.9888,21.60845,144.7903095,11.80668884,439.4507,439.4507,-0.523524244,-0.417732803,1.877975558,1.610079395,260.7239,22.938203,55.77706431,64.72000017,0.928516276,0.908299342
d12h7,250.5471856,17.58534214,292.7857,21.77467,148.7756677,12.01212587,440.8745,440.8745,-0.46206637,-0.376556441,1.784647756,1.514832513,268.31895,24.6835085,59.3802989,68.307604,0.924282916,0.905758804
d12h8,269.0728801,18.88775739,309.1022,22.60577,137.0094776,11.39782117,433.7553,433.7553,-0.65218318,-0.531136413,2.143177706,1.763606687,221.5999,20.943576,50.91909579,60.34502104,0.92278795,0.8943206
d12h9,267.9550223,19.14710477,313.2157,23.93552,137.598292,11.48636672,442.2984,442.2984,-0.628778201,-0.540077718,2.066208758,1.723781695,232.31635,21.608453,51.3512644,59.99009699,0.921186949,0.898559669
d12h10,276.620857,19.43620179,310.47335,24.26796,143.2121573,11.86530491,456.5369,456.5369,-0.572978654,-0.544503602,2.049831699,1.72229816,232.134575,22.43955275,51.77200261,61.04744661,0.937391904,0.909538959
d12h11,268.8758075,18.93442825,301.72235,22.93821,141.4088937,11.81805038,449.4176,449.4176,-0.59346577,-0.47786155,2.033092015,1.67116036,226.613875,21.940892,52.59264305,62.41567067,0.909810295,0.88681091
d12h12,268.621593,19.19242804,303.6176,23.27064,150.0773657,12.68381936,460.8085,460.8085,-0.476730094,-0.399118505,1.885400687,1.540572293,260.4256,24.93283,55.86943477,66.08762233,0.928835042,0.910168645
d12h13,286.8182134,20.8401891,320.0714,25.93015,155.419246,13.1385883,486.4378,486.4378,-0.462033974,-0.465494218,1.865728074,1.611156801,269.8402,24.932832,54.18736981,63.04447738,0.934908679,0.914474537
d12h14,287.518494,21.05337481,302.9749,25.93015,167.1898307,14.18766896,509.4443,509.4443,-0.35820704,-0.365379,1.76310761,1.494864381,300.186575,28.09098925,58.14924402,67.38904852,0.945430929,0.933281637
d12h15,283.2058397,20.84903239,315.95795,26.262585,160.1510656,14.15248526,486.4378,486.4378,-0.489169288,-0.370683974,1.855290615,1.486494817,280.092325,28.423427,56.54935145,67.88077738,0.921188858,0.913883098
d12h16,295.5241967,22.11688841,310.4734,26.92746,173.6790338,15.0557816,526.9473,526.9473,-0.344787204,-0.328058254,1.759420956,1.488382837,297.5345,29.586965,58.7698184,68.07368797,0.948026294,0.933397265
d12h17,285.4019262,21.42055493,302.932,25.76393,181.2207851,15.46458714,528.4059,528.4059,-0.264410526,-0.250238712,1.638855337,1.398129333,342.564775,31.4153695,63.49669307,72.19508174,0.950910842,0.938741967
d12h18,293.8855203,22.56605158,292.7857,26.4288,182.1667699,15.83005443,541.5331,541.5331,-0.264965148,-0.27013513,1.662174679,1.430376229,330.12345,32.1633485,61.98562275,70.14986372,0.94784417,0.936721758
d12h19,284.9398111,21.86234132,284.8474,25.26527,186.7545806,16.11901603,544.4503,544.4503,-0.211267373,-0.189313404,1.613661979,1.384086878,356.6256,32.911341,65.54176473,73.72959644,0.95219181,0.943138094
d12h20,307.0253373,23.8541927,304.9888,27.92477,194.9827874,16.62511234,567.7876,567.7876,-0.223943308,-0.240632537,1.623411795,1.426952617,369.493,32.578897,63.50706723,69.69471803,0.952496495,0.942340992
d12h21,276.1942451,28.33603494,263.3008,36.23572,224.1644724,18.19555941,606.0321,606.0321,0.104303352,-0.28184093,1.42726378,1.578977205,502.63311,33.4099985,81.16189108,64.21349864,0.833665026,0.778735745
d13h1,252.4978057,15.99670659,293.9197,18.61651,122.9974267,9.760350577,430.9076,430.9076,-0.802808343,-0.47419412,2.399747157,1.877427858,171.3669,17.286759,48.71227549,61.01475026,0.862382667,0.844388597
d13h2,267.5945215,17.75348674,313.2157,22.93821,137.9435875,10.89334643,439.4507,439.4507,-0.674131059,-0.569214236,2.092302867,1.703049762,220.35075,20.112488,51.54948118,61.35891269,0.895223676,0.890234739
d13h3,264.1330914,17.80023162,311.15895,21.77467,134.9872103,10.84080201,423.7883,423.7883,-0.654955806,-0.529121936,2.115274775,1.74294752,220.84895,19.613824,51.10575491,60.90258961,0.896029683,0.882703287
d13h4,262.4902434,17.43772588,306.3599,22.27333,140.3012367,11.14648358,435.1791,435.1791,-0.635893572,-0.501828919,1.995354223,1.636509169,245.21145,21.27602,53.45007681,63.92165847,0.91834192,0.900962021
d13h5,260.5660485,17.59163362,304.9888,22.27333,134.8638177,11.03361106,416.6691,416.6691,-0.668171524,-0.525328299,2.095700424,1.69598882,217.1088,21.276013,51.75801623,62.72078702,0.894702516,0.885303071
d13h6,263.1607392,17.4797399,302.2464,21.27602,136.7291568,10.97765162,429.4837,429.4837,-0.642915102,-0.513817747,2.085738957,1.696719947,221.8438,20.611145,51.95651798,62.80214512,0.914764785,0.897455678
d13h7,265.6300439,17.79682763,306.3599,22.60577,135.7982222,11.00086774,432.3314,432.3314,-0.690935539,-0.548493878,2.097544145,1.708039046,220.131425,20.0293765,51.12306584,61.81364435,0.903440126,0.890383974
d13h8,265.7794737,17.74305102,313.2157,22.43955,136.1155649,11.07418537,443.7222,443.7222,-0.671774735,-0.53792436,2.107598273,1.694748559,218.60335,20.4449245,51.21372353,62.41421135,0.912649088,0.900277744
d13h9,271.8077131,18.15341696,315.958,22.27333,136.1004098,11.05614097,433.7553,433.7553,-0.676328974,-0.571905553,2.13916403,1.74161182,228.2058,20.278699,50.07231334,60.90391133,0.911025351,0.894026886
d13h10,264.5844968,17.78460945,303.6176,22.60577,134.0676986,11.08449902,433.7553,433.7553,-0.682546137,-0.545410685,2.124552406,1.701031145,212.6235,20.611145,50.67103334,62.32635612,0.914035757,0.897356915
d13h11,268.5549881,18.19936894,311.15895,22.60577,144.5862818,11.66649287,447.9938,447.9938,-0.566372929,-0.493282096,1.948766033,1.622359779,256.01595,22.77199175,53.83861339,64.10383188,0.922605348,0.916858474
d13h12,270.0732743,18.32764867,309.7878,22.43955,138.9532484,11.45193846,460.8085,460.8085,-0.622610389,-0.539864695,2.059956659,1.689477718,230.16665,21.8577855,51.45020318,62.48449361,0.926723552,0.907780883
d13h13,267.6985273,18.2935749,306.35995,23.104425,143.7458487,11.73737377,456.5369,456.5369,-0.552526218,-0.504040002,1.944429759,1.624589713,243.15765,23.02131775,53.69691427,64.16118133,0.919827866,0.908097749
d13h14,269.2484146,18.69962425,305.67435,23.27064,142.5667259,11.72482058,446.5699,446.5699,-0.559355413,-0.520728905,1.982425935,1.657939672,247.56165,23.02131225,52.94988501,62.70083517,0.913953476,0.903809272
d13h15,272.5252421,18.71036079,310.4734,23.60308,145.9082662,11.96297131,457.9608,457.9608,-0.556752253,-0.508478272,1.946904115,1.607925976,251.7576,23.60308,53.53935843,63.93768374,0.918670549,0.912847732
d13h16,269.3794807,18.35992449,315.95795,23.7693,138.0714885,11.46705855,428.0599,428.0599,-0.667983222,-0.548830879,2.0869469,1.673081356,227.0845,21.608455,51.25538446,62.45700279,0.903654325,0.8981677
d13h17,260.7312229,18.36191613,309.1022,22.60577,132.8796285,11.27718284,425.2122,425.2122,-0.665961704,-0.537814881,2.13354068,1.727990004,211.874,20.611142,50.96421786,61.41615484,0.906773751,0.888477295
d13h18,272.1026339,18.73593395,311.8445,22.60577,140.1997732,11.56576322,456.5369,456.5369,-0.616777334,-0.526259366,2.098639329,1.716796126,224.031425,21.1929125,51.52459246,61.73037999,0.906900565,0.89034064
d13h19,271.8571909,18.71560642,311.8445,23.60308,144.8206817,11.81862315,456.5369,456.5369,-0.588141127,-0.520367554,2.008768026,1.662246653,238.206225,23.0213145,53.27086666,63.14849159,0.920476123,0.902559713
d13h20,267.5783171,18.55258443,318.7003,22.93821,139.7830694,11.71961287,433.7553,433.7553,-0.618264826,-0.524642638,2.007233536,1.656069306,234.93515,22.0240045,52.2400585,63.16970508,0.8977414,0.898523408
d13h21,273.0768381,18.96180027,313.2157,24.26796,142.6978906,11.89351261,445.1461,445.1461,-0.625394205,-0.5187789,2.041888757,1.665951799,238.25745,21.7746705,52.25558182,62.72354127,0.905859922,0.903187729
d13h22,269.5372584,18.80782325,300.2326,23.27064,150.4157656,12.18465736,460.8085,460.8085,-0.489963288,-0.464891438,1.89140519,1.598314006,260.75935,23.1044245,55.80518496,64.7850482,0.9233483,0.911427159
d13h23,263.2459074,18.46876486,298.45585,22.93821,150.6663793,12.37320328,455.1131,455.1131,-0.474287223,-0.421044502,1.847354944,1.528027545,269.4273,24.76661275,57.23408229,66.99529382,0.930294523,0.915034716
d13h24,266.3570413,18.74137418,303.6176,23.60308,147.6925513,12.3065941,462.2323,462.2323,-0.506468832,-0.450877436,1.889700729,1.557135205,254.214,24.600398,55.44908839,65.66537745,0.931196904,0.916047405
d13h25,271.1889442,19.18389647,313.90125,24.267955,141.9525289,12.02408384,436.603,436.603,-0.619164762,-0.522566836,2.01171449,1.641274757,239.3565,22.6888765,52.3445118,62.67800632,0.910746415,0.908250662
d13h26,267.5842218,18.94422586,310.4734,24.26796,143.8193955,12.13181943,447.9938,447.9938,-0.576307713,-0.483401724,1.97843512,1.603918741,241.7442,23.4368625,53.74733775,64.03966844,0.926080936,0.913132259
d13h27,269.4143983,19.08851336,299.6656,23.7693,148.3136693,12.31957011,452.2653,452.2653,-0.515945789,-0.464031137,1.907710854,1.601221247,245.586225,24.01863225,55.05038715,64.53918058,0.926018522,0.913510255
d13h28,264.6522617,18.69288508,291.6516,23.93552,157.5430855,13.06547331,460.8085,460.8085,-0.426872019,-0.356956072,1.749706042,1.443179912,287.01655,26.927455,59.52833522,69.89543486,0.926067856,0.926201666
d13h29,271.259787,19.44051899,317.3291,25.59771,145.3456981,12.41205522,449.4176,449.4176,-0.56622194,-0.494862457,1.951269494,1.596975693,248.65175,23.436866,53.58173423,63.84631619,0.91209488,0.915356315
d13h30,269.5309349,19.01877971,295.0538,24.26796,152.977937,12.88195776,470.7754,470.7754,-0.453057891,-0.394823686,1.84405048,1.490351991,261.39565,25.7639225,56.75709803,67.73283018,0.9422427,0.928150799
d13h31,274.9644135,19.23888663,298.4559,24.93283,157.6591829,12.95150561,486.4378,486.4378,-0.400953144,-0.405199367,1.819842673,1.501931985,272.4214,25.763925,57.33803183,67.31941332,0.949260393,0.932391895
d13h32,271.2866782,19.25157511,300.8753,25.59771,160.7383751,13.27533335,485.0139,485.0139,-0.400716616,-0.369532668,1.772991699,1.451225952,285.5747,26.595021,59.25037536,68.95712828,0.940903048,0.931518402
d13h33,287.5177948,20.58929055,318.7003,26.92746,158.0229619,13.19240596,479.3185,479.3185,-0.472334081,-0.461884999,1.873558011,1.576850935,282.3524,25.597707,54.96110668,64.07411625,0.933329394,0.923157607
d13h34,278.6285235,19.55866987,298.4559,23.93552,165.978018,13.49643689,497.8286,497.8286,-0.36766937,-0.345468478,1.749130552,1.455775605,309.32635,27.2598925,59.56964344,69.00488111,0.944362855,0.936742798
d13h35,288.0122299,19.85003357,300.2326,24.434175,177.7266556,14.04677258,521.113,521.113,-0.289544654,-0.305904281,1.66346148,1.405220577,337.3808,29.3376285,61.70802388,70.76447769,0.948741064,0.941800503
d13h36,292.6538503,20.42096254,313.90125,26.262585,170.0982003,13.7854535,513.82,513.82,-0.39002566,-0.381751224,1.730945346,1.467402115,312.613975,27.5092285,58.1226593,67.50638452,0.940685511,0.936490416
d13h37,278.1631911,19.48229805,292.21865,24.267955,171.6139382,13.91233354,502.1514,502.1514,-0.324998721,-0.302398117,1.674566765,1.398559316,322.795275,28.5065375,61.69541612,71.41012577,0.949549038,0.940013184
d13h38,276.891859,19.92654455,289.9506,24.60039,179.549596,14.62814809,519.6544,519.6544,-0.261149673,-0.252200808,1.598300201,1.356868402,352.4021375,30.91671,64.84466414,73.41035998,0.948019696,0.944099136
d13h39,293.3918959,20.81526954,306.3599,26.59502,178.2953101,14.51405872,528.4059,528.4059,-0.324836964,-0.329656627,1.663529736,1.413651623,333.56725,29.586961,60.77035959,69.72794028,0.947055373,0.941341132
d13h40,276.6428955,19.74735919,287.1155,23.60308,182.9759736,14.78748269,519.6544,519.6544,-0.228735575,-0.224656813,1.566608425,1.335307604,363.451715,31.747808,66.14157694,74.88334285,0.945682766,0.947667981
d13h41,304.8209134,21.72622373,313.2157,27.92477,180.245061,14.69430667,534.2402,534.2402,-0.334830979,-0.373067153,1.693472622,1.447716993,328.7968,29.4207415,59.1314615,67.63396555,0.939934221,0.939533761
d13h42,290.3091337,20.97034294,296.1878,25.43149,187.3232695,15.06302638,531.323,531.323,-0.244207471,-0.260902107,1.59287851,1.367228727,371.589225,31.581589,64.52544813,71.83013853,0.946824317,0.945396029
d13h43,287.096725,20.61384387,280.3113,22.77199,197.8150678,15.77588538,547.3675,547.3675,-0.141912907,-0.166538097,1.530229628,1.312940435,411.9079975,34.1579765,68.90188935,76.53053689,0.948116773,0.950998452
d13h44,312.1460877,22.51445406,300.8753,26.26258,196.3215852,15.71380749,559.0361,559.0361,-0.242650707,-0.276920527,1.586900414,1.389796558,383.0977,31.91402,62.8941361,69.79430836,0.945785161,0.951624722
d13h45,281.2314309,26.51900247,265.5689,33.90865,230.7186018,16.45015609,612.1948,612.1948,0.067128498,-0.443516236,1.371225654,1.577193879,526.63947,30.916707,82.03869714,62.03157945,0.836089824,0.757935119
d14h1,249.8262565,15.99593199,298.4559,18.94895,127.8065967,9.791052229,410.9737,410.9737,-0.779541649,-0.548642153,2.232377922,1.826444202,191.0568,16.289449,51.15819231,61.20963904,0.853572132,0.848507838
d14h2,267.334279,18.44371297,303.6176,22.27333,130.4538294,11.07279792,436.603,436.603,-0.705253529,-0.506186533,2.382989127,1.783175182,175.211875,19.53071875,48.79801791,60.03562262,0.885614855,0.853830767
d14h3,266.3168983,18.64643438,301.56085,22.60577,132.043469,11.09181025,435.1791,435.1791,-0.660243485,-0.550491442,2.245415847,1.825123694,202.9994,20.278706,49.58133329,59.48488612,0.891837548,0.878841011
d14h4,264.1884952,18.39595482,299.6656,21.94089,142.8371687,11.55944253,452.2653,452.2653,-0.551100374,-0.489984402,2.015767719,1.685423784,231.566825,22.107116,54.06638492,62.83687172,0.915835583,0.898232663
d14h5,252.6036942,17.4255335,291.6516,20.94358,147.9684604,12.08756859,442.2984,442.2984,-0.471598049,-0.333817428,1.821685658,1.513617637,254.23705,24.766616,58.5773145,69.36699292,0.920433291,0.913030508
d14h6,261.4868823,18.34993738,300.35115,22.60577,146.477189,11.96197404,445.1461,445.1461,-0.515395446,-0.457291378,1.900424965,1.602633047,252.1253,23.769297,56.01703142,65.18809189,0.919192425,0.904612805
d14h7,264.9067116,18.69604556,300.8753,22.60577,142.845326,11.92929619,439.4507,439.4507,-0.572961916,-0.471256343,1.973367916,1.621181587,248.1397,23.60308,53.92287917,63.80652075,0.916003316,0.911832441
d14h8,255.811019,18.2078595,300.8753,21.94089,134.3522517,11.35882813,436.603,436.603,-0.589784747,-0.471211449,2.082248294,1.750277164,202.1481,20.611139,52.52011904,62.38420357,0.897493042,0.88349003
d14h9,257.7650383,18.01021171,297.88885,21.94089,139.9508028,11.59511155,446.5699,446.5699,-0.546759336,-0.433341488,2.023081756,1.662146755,226.950775,22.1902235,54.29394293,64.38076205,0.921165013,0.903479948
d14h10,259.8739474,18.32031386,302.2464,22.93821,142.5834908,11.79993463,447.9938,447.9938,-0.54900573,-0.460033146,1.960110515,1.62404472,238.54165,22.7719895,54.86640435,64.40902005,0.92448004,0.907345128
d14h11,258.4004243,18.29983199,293.9197,22.60577,141.1124212,11.88753652,440.8745,440.8745,-0.542740584,-0.437356738,1.976523475,1.620164426,234.739,23.104429,54.60998044,64.95981234,0.919595123,0.910210954
d14h12,254.9633134,17.97538455,301.60375,21.94089,136.6746824,11.53378206,438.0268,438.0268,-0.608406948,-0.479026101,2.028099757,1.643771376,223.42845,21.85778075,53.60562685,64.16431332,0.923082435,0.904692777
d14h13,254.7578924,17.88392046,295.0538,21.60845,145.9523731,11.95850082,450.8415,450.8415,-0.489840613,-0.386982742,1.892125603,1.563299627,240.59095,23.3537555,57.29061883,66.86733395,0.939527647,0.921391134
d14h14,256.8166663,18.04996569,297.3218,22.60577,143.2839371,11.89072599,443.7222,443.7222,-0.525203729,-0.437529999,1.922129278,1.560636348,241.1561,23.603084,55.79230475,65.87672346,0.926333165,0.91194457
d14h15,261.2630651,18.30455898,296.1878,22.60577,142.936442,11.90931256,445.1461,445.1461,-0.519369855,-0.444601024,1.964577229,1.606826333,233.4318,23.270648,54.70977766,65.06200217,0.939114869,0.920658028
d14h16,256.5378121,17.92724,302.24645,22.60577,149.5430608,12.24337928,447.9938,447.9938,-0.46584934,-0.396573517,1.824813058,1.495511329,251.308925,24.932829,58.29279496,68.29483669,0.939631062,0.924786792
d14h17,246.4351173,17.29574843,288.2495,21.94089,147.3933268,11.98053521,440.8745,440.8745,-0.486811771,-0.367185106,1.790127699,1.489534383,266.38415,24.84972275,59.81019604,69.2686718,0.932373475,0.915092993
d14h18,264.14742,18.62905963,302.932,23.104425,147.011432,11.95010254,452.2653,452.2653,-0.526890177,-0.472865127,1.938817103,1.625383555,255.025925,23.35375225,55.65507017,64.14764235,0.925799718,0.912361864
d14h19,252.8097387,17.71054668,288.24955,22.27333,154.0482906,12.37205332,460.8085,460.8085,-0.416136641,-0.346759597,1.76177466,1.474133383,282.807425,25.597705,60.9344764,69.85698154,0.937445109,0.923920057
d14h20,252.5735788,18.46859474,293.9197,22.93821,146.6491363,12.36018742,433.7553,433.7553,-0.472010788,-0.410112051,1.814455998,1.542953404,267.17005,24.7666145,58.06194656,66.9254353,0.911564988,0.909352451
d14h21,258.6251168,18.41276264,311.8445,23.27064,147.9306984,12.21959995,449.4176,449.4176,-0.515625619,-0.438107238,1.847389773,1.54404994,267.4518,24.600391,57.1988909,66.36483723,0.925834612,0.918202171
d14h22,254.0155607,18.20514203,293.9197,22.60577,148.4553734,12.22656625,443.7222,443.7222,-0.483017858,-0.408832522,1.826129384,1.52598099,266.0168,24.6003915,58.443417,67.15996076,0.929647278,0.916542302
d14h23,263.0471224,18.93341787,304.98875,24.26796,148.2370597,12.41708794,450.8415,450.8415,-0.520497007,-0.447428473,1.895479419,1.561014656,255.522675,24.7666165,56.35380396,65.58291812,0.924340865,0.915078817
d14h24,261.8905339,18.85419194,300.35115,24.26796,146.458091,12.14193658,436.603,436.603,-0.535133935,-0.479291824,1.883140061,1.584645333,260.847825,24.1848485,55.92340008,64.39913534,0.920082129,0.913266462
d14h25,271.5404057,19.22364284,313.2157,23.93552,151.4180722,12.469083,459.3846,459.3846,-0.507131805,-0.453667826,1.89460301,1.57269241,270.3925,24.932828,55.76263018,64.86326813,0.937090437,0.923478259
d14h26,267.4675578,18.94585995,304.9888,23.93552,153.2359411,12.50827809,472.1993,472.1993,-0.435158464,-0.442733604,1.865663254,1.555736314,257.31765,24.434178,57.29141221,66.02116832,0.943390223,0.923489726
d14h27,264.7211711,19.13398837,301.56085,24.26796,145.3913822,12.20940332,430.9076,430.9076,-0.552521218,-0.509132176,1.906147302,1.596544206,253.978025,24.26796,54.92246112,63.81002793,0.912382764,0.913215961
d14h28,274.6694652,19.72986742,300.8753,25.09905,152.3500036,12.69108813,475.047,475.047,-0.459541614,-0.44561014,1.891083072,1.58868434,259.597775,24.76661375,55.46666917,64.32424436,0.936238074,0.919460178
d14h29,270.5637116,19.23564171,293.9197,25.43149,156.9954904,12.90433632,469.3516,469.3516,-0.427858806,-0.413246333,1.795131614,1.498620855,281.876975,26.42880175,58.02533144,67.08555148,0.947509511,0.93077399
d14h30,267.5434894,19.34603058,292.21865,25.09905,152.0270647,12.74544932,453.6892,453.6892,-0.476934582,-0.449497658,1.816656645,1.537240901,272.1592,25.0159375,56.82330935,65.88146991,0.913680518,0.91984545
d14h31,278.8458103,19.75155207,308.41665,25.93015,150.295157,12.50661927,477.8947,477.8947,-0.484198326,-0.490645395,1.93804298,1.6248064,255.170175,23.8524055,53.89901927,63.31967853,0.932214913,0.916335748
d14h32,268.5212128,18.66765869,310.4734,23.60308,156.6055717,12.93156781,470.7754,470.7754,-0.450587591,-0.363792942,1.790351605,1.457424091,275.0915,26.595017,58.32148977,69.27257466,0.938348639,0.929865799
d14h33,265.5301635,19.35509809,295.0538,24.60039,154.538377,13.0613881,469.3516,469.3516,-0.448516136,-0.389522484,1.813441622,1.511667648,262.9666,25.930144,58.19993289,67.48293413,0.935085368,0.923874914
d14h34,285.8686874,20.49263277,324.87045,25.93015,159.1970052,13.24276854,496.4047,496.4047,-0.472868016,-0.441272649,1.88104486,1.577449661,266.59215,26.09636225,55.68885723,64.62209464,0.944194819,0.933792162
d14h35,285.4035228,20.17340642,311.8445,26.59502,166.1771705,13.65575631,505.0685,505.0685,-0.381038504,-0.382241823,1.794577636,1.490858153,287.4787,27.259896,58.22533963,67.69187129,0.956328239,0.941769577
d14h36,286.0633696,20.11990507,309.1022,25.43149,171.1816319,13.82792363,515.2786,515.2786,-0.352981328,-0.358570157,1.735393123,1.450658589,305.855525,27.84166475,59.84045848,68.72757891,0.955169534,0.944645575
d14h37,288.6237666,20.40355544,303.6176,25.93015,168.2239002,13.73454522,515.2786,515.2786,-0.381536753,-0.390510157,1.771746426,1.479036104,287.5675,27.592338,58.28483986,67.31447009,0.95201962,0.938637331
d14h38,292.7111458,20.77209517,317.3291,25.93015,171.7730155,13.92068224,519.6544,519.6544,-0.358134331,-0.389868184,1.757553414,1.482919417,295.5944,27.59233,58.68345569,67.01626452,0.954947155,0.942265936
d14h39,292.2490864,20.97053291,318.0147,27.09368,171.293398,14.04691434,512.3615,512.3615,-0.389692493,-0.399201121,1.728497593,1.480848402,305.655,28.174098,58.61212436,66.98405997,0.939540378,0.94253694
d14h40,284.301388,20.35717588,303.6176,25.26527,177.6133789,14.52182256,522.5715,522.5715,-0.324070712,-0.302921209,1.654534309,1.389459929,330.8714,29.919399,62.47362354,71.33515299,0.959962126,0.951167494
d14h41,300.4951206,21.51578366,319.38585,26.59502,182.9536056,14.8934992,548.826,548.826,-0.303698611,-0.329897287,1.69737871,1.431863293,328.72605,30.91671275,60.88405203,69.22127231,0.956731777,0.947595585
d14h42,303.5788749,21.87791927,310.4734,26.92746,183.8198033,15.01817587,548.826,548.826,-0.302478308,-0.338405514,1.677794309,1.433505108,331.87625,30.750497,60.55092054,68.64535737,0.955561421,0.948402884
d14h43,307.1333392,21.82727419,306.3599,25.59771,197.2415269,15.81577798,572.1634,572.1634,-0.204835861,-0.236804173,1.59809691,1.356061592,383.5539,32.578901,64.22016162,72.45878639,0.96439996,0.957800216
d14h44,366.3238043,37.89844385,383.14445,41.22228,193.925841,23.33686232,700.0126,700.0126,-0.255576274,-0.113787859,2.058733198,2.245324232,301.557375,35.32151,52.93836728,61.57736296,0.625278888,0.703770531
d14h45,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
